연번,구인등록일,모집기간,사업장명,모집직종,고용형태,임금형태,임금,근무지,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
104,2020-10-28,2020-10-28 ~ 2020-10-28,카페소소,음료 조리사(바리스타 포함),시간제,시급,"8,590",,무관,0년개월,무관,,    ,전라남도 순천시 연향번영길 115 카페 소소(연향동),개인,전남지사,2020-10-28,1588-1519
105,2020-10-28,2020-10-28 ~ 2020-11-30,태양테크,전기 부품·제품 조립·검사원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상남도 김해시 주촌면 서부로1541번길 127 (주촌면),중소,경남지사,2020-10-28,1588-1519
106,2020-10-28,2020-10-28 ~ 2020-12-31,(주)제이에이에스,직업 운동선수,계약직,시급,"8,590",,무관,무관,무관,,    ,인천광역시 중구 공항동로295번길 77-45 화물터미널C동 301B호 (운서동),중소,제주지사,2020-11-02,1588-1519
107,2020-10-28,2020-10-28 ~ 2020-11-12,주식회사우아한청년들,직업 운동선수,계약직,시급,"8,590",,무관,0년개월,무관,,    ,서울특별시 송파구 석촌호수로 220 5층  (석촌동),중소,제주지사,2020-10-29,1588-1519
108,2020-10-28,2020-10-28 ~ 2020-11-30,쿠팡풀필먼트서비스유한회사,재활용품 및 폐기물 수거원,계약직,월급,"1,945,790",,무관,무관,무관,,    ,경기도 화성시 동탄물류1로 13 쿠팡 동탄물류센터 (신동),중소,경기지역본부,2020-11-03,1588-1519
109,2020-10-28,2020-10-28 ~ 2020-11-02,미래원 주식회사,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,"8,590",,무관,무관,무관,,    ,경기도 의왕시 중간새우대길 23 미래원(주) (초평동),중소,경기지역본부,2020-11-04,1588-1519
110,2020-10-28,2020-10-28 ~ 2020-10-31,강원도홍천교육지원청,사무 보조원(공공기관),계약직,시급,"8,590",,무관,0년개월,무관,,    ,강원도 홍천군 홍천읍 꽃뫼로 95 (신장대리),"공사,공공",강원지사,2020-10-28,1588-1519
111,2020-10-28,2020-10-28 ~ 2020-11-30,자화전자(주),직업 운동선수,계약직,월급,"1,200,000",,무관,무관,무관,,    ,"충청북도 청주시 청원구 북이면 충청대로 1217 (현암리), 충청대로 1217",중소,충북지사,2020-10-28,1588-1519
112,2020-10-28,2020-10-28 ~ 2020-11-30,에스케이임업(주),조경 기술자,계약직,일급,"110,000",,무관,0년개월,무관,,    ,경기도 화성시 정남면 음양1길 31 음양리 572-1,중소,충북지사,2020-10-28,1588-1519
113,2020-10-28,2020-10-28 ~ 2020-11-30,주식회사 씨비엔유스타,음료 조리사(바리스타 포함),상용직,시급,"8,590",,무관,무관,무관,,    ,"충청북도 청주시 서원구 충대로 1 N10동 803호 (개신동, 충북대학교대학본부)",중소,충북지사,2020-10-28,1588-1519
114,2020-10-28,2020-10-28 ~ 2020-10-30,전주오송초등학교,단체 급식 보조원,계약직,시급,"8,590",,무관,무관,무관,,    ,"전라북도 전주시 덕진구 천마산로 87 (송천동2가,오송초등학교)","공사,공공",전북지사,2020-10-28,1588-1519
115,2020-10-28,2020-10-28 ~ 2020-10-29,엔에스미트,기타 식품가공 종사원,상용직,시급,"8,590",,무관,무관,무관,,    ,전라북도 김제시 금구면 광현1길 162-13 (용지리 396),중소,전북지사,2020-10-28,1588-1519
116,2020-10-28,2020-10-28 ~ 2020-11-30,(주)이랜드이츠 애슐리W홈플러스익산점,주방 보조원(일반 음식점),계약직,시급,"8,590",,무관,0년개월,무관,,    ,전라북도 익산시 무왕로 1035 (영등동),대기업,전북지사,2020-11-02,1588-1519
117,2020-10-28,2020-10-28 ~ 2020-11-02,(재)대구경북과학기술원,공공행정 사무원,계약직,연봉,"25,000,000",,무관,무관,고졸,,    ,대구광역시 달성군 현풍면 테크노중앙대로 333 대구경북과학기술원(DGIST),중소,대구지역본부,2020-10-30,1588-1519
118,2020-10-28,2020-10-28 ~ 2020-11-03,동행보호작업장,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,"8,590",,무관,무관,무관,,    ,대구광역시 동구 반야월로 54 (용계동),"협회,단체",대구지역본부,2020-11-03,1588-1519
119,2020-10-28,2020-10-28 ~ 2020-12-28,(주)신대영사,세탁원(다림질원),상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상북도 영천시 금호읍 금창로 273 ,중소,대구지역본부,2020-10-28,1588-1519
120,2020-10-28,2020-10-28 ~ 2020-12-30,(주)광주신세계,안마사,계약직,시급,"8,590",,무관,무관,무관,,    ,광주광역시 서구 무진대로 932 (광천동),중소,광주지역본부,2020-11-04,1588-1519
121,2020-10-28,2020-10-28 ~ 2020-11-15,한국전력공사(대전충남지역본부),사무 보조원(공공기관),계약직,월급,"1,800,000",,무관,무관,무관,,    ,대전광역시 동구 송촌남로11번길 170 (용전동) 한국전력공사 대전충남지역본부,"공사,공공",대전지역본부,2020-10-28,1588-1519
122,2020-10-28,2020-10-28 ~ 2020-11-27,웅진에너지주식회사 (구미),물건·이삿짐 운반원,시간제,시급,"8,590",,무관,무관,무관,,    ,경상북도 구미시 산동면 첨단기업5로 78-120 　,대기업,경북지사,2020-10-28,1588-1519
123,2020-10-28,2020-10-28 ~ 2020-11-06,한국맥도날드(유) 포항북부DT점 ,주방 보조원(일반 음식점),상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상북도 포항시 북구 삼호로 202 (두호동),대기업,경북지사,2020-10-28,1588-1519
124,2020-10-28,2020-10-28 ~ 2020-11-30,(주)장천,아파트·빌라 경비원,상용직,월급,"2,200,000",,무관,무관,무관,,    ,부산광역시 해운대구 센텀북대로 60 재송동 1002호 (재송동),중소,울산지사,2020-10-28,1588-1519
125,2020-10-28,2020-10-28 ~ 2020-11-27,정명산업,자동차 부분품 조립·검사원,상용직,시급,"8,590",,무관,무관,무관,,    ,울산광역시 북구 모듈화산업로 14 정명산업(주) (효문동),중소,울산지사,2020-10-28,1588-1519
126,2020-10-28,2020-10-28 ~ 2020-11-20,행복디딤 주식회사,세탁원(다림질원),계약직,월급,"1,100,000",,무관,무관,무관,,    ,"서울특별시 종로구 종로 26 지하3층(서린동, SK빌딩 내)",중소,울산지사,2020-10-28,1588-1519
127,2020-10-28,2020-10-28 ~ 2020-11-30,(주)교원위즈,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,"8,590",,무관,무관,무관,,    ,경기도 성남시 분당구 정자일로 248 8층 (정자동，파크뷰),중소,서울지역본부,2020-11-04,1588-1519
128,2020-10-28,2020-10-28 ~ 2020-11-06,(사)한국나눔복지연합회,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 중구 창경궁로1길 8 1.2층(충무로4가) (충무로4가),중소,서울지역본부,2020-11-02,1588-1519
129,2020-10-28,2020-10-28 ~ 2020-11-06,현대차증권(주),"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,월급,"1,133,333",,무관,무관,무관,,    ,서울특별시 영등포구 국제금융로2길 28  (여의도동),중소,서울남부지사,2020-10-28,1588-1519
130,2020-10-28,2020-10-28 ~ 2020-10-30,서울시교육청,학교행정 사무원(교무),계약직,시급,"10,350",,무관,무관,무관,,    ,서울특별시 종로구 송월길 48 (신문로2가),"공사,공공",서울남부지사,2020-10-28,1588-1519
131,2020-10-28,2020-10-28 ~ 2020-11-03,한국영상자료원,데이터 분석가(빅데이터 분석가),상용직,월급,"2,000,000",,무관,무관,무관,,    ,서울특별시 마포구 월드컵북로 400 한국영상자료원 (상암동),중소,서울남부지사,2020-10-28,1588-1519
132,2020-10-28,2020-10-28 ~ 2020-11-01,IBK투자증권,사무 보조원(일반사업체),계약직,월급,"1,200,000",,무관,무관,고졸,,    ,서울특별시 영등포구 여의도동 63대한생명빌딩 14층 IBK투자증권,대기업,서울남부지사,2020-10-28,1588-1519
133,2020-10-28,2020-10-28 ~ 2020-11-01,IBK투자증권,회계사,상용직,월급,"1,200,000",,무관,무관,대졸,,    ,서울특별시 영등포구 여의도동 63대한생명빌딩 14층 IBK투자증권,대기업,서울남부지사,2020-10-28,1588-1519
134,2020-10-28,2020-10-28 ~ 2020-10-28,솔이산업,주입·포장·상표부착기 등 기타 기계 조작원,계약직,시급,"8,590",,무관,무관,무관,,    ,경기도 부천시 부천로286번길 34 (도당동),중소,서울남부지사,2020-10-28,1588-1519
135,2020-10-28,2020-10-28 ~ 2020-10-28,(주)제일과동행,주입·포장·상표부착기 등 기타 기계 조작원,계약직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 금천구 벚꽃로 254 (가산동),중소,서울남부지사,2020-10-28,1588-1519
136,2020-10-28,2020-10-28 ~ 2020-11-30,주식회사 아이아이컴바인드,회계 사무원(일반 사업체),계약직,월급,"2,000,000",,무관,0년개월,무관,,    ,서울특별시 마포구 어울마당로5길 41 (서교동),중소,서울남부지사,2020-10-28,1588-1519
137,2020-10-28,2020-10-28 ~ 2020-11-06,(주)윌앤비젼,고객 상담원(홈 및 인터넷쇼핑몰·택배·운송),상용직,월급,"2,000,000",,무관,무관,무관,,    ,서울특별시 영등포구 당산로41길 24 (당산동5가),중소,서울남부지사,2020-10-28,1588-1519
138,2020-10-28,2020-10-28 ~ 2020-11-13,에스에스모빌리티(주),세차원 및 운송장비 청소원,계약직,월급,"1,000,000",,무관,무관,무관,,    ,서울특별시 동작구 상도로 369 숭실대학교 창신관 106호 (상도동),중소,서울남부지사,2020-10-28,1588-1519
139,2020-10-28,2020-10-28 ~ 2020-11-20,주식회사 엔젤키스케어,종이제품 생산기계 조작원,계약직,시급,"8,590",,무관,0년개월,무관,,    ,"서울특별시 강서구 양천로 551-17 (가양동, 한화비즈메트로1차) 912,913호",중소,서울남부지사,2020-10-28,1588-1519
140,2020-10-28,2020-10-28 ~ 2020-12-30,한국보훈복지의료공단부산보훈병원,사무 보조원(공공기관),계약직,월급,"1,800,000",,무관,무관,무관,,    ,"부산광역시 사상구 백양대로 420 (주례동,보훈병원)","공사,공공",부산지역본부,2020-10-28,1588-1519
141,2020-10-28,2020-10-28 ~ 2020-10-28,사회복지법인밀알복지재단,매장 정리원(매장 보조원),계약직,시급,"9,200",,무관,무관,무관,,    ,서울특별시 강남구 밤고개로1길 34 2층,중소,서울동부지사,2020-10-28,1588-1519
142,2020-10-28,2020-10-28 ~ 2020-11-03,롯데캐피탈(주),사무 보조원(일반사업체),계약직,월급,"2,800,000",,무관,무관,무관,,    ,서울특별시 강남구 테헤란로 142 (역삼동) 캐피탈타워 4층,대기업,서울동부지사,2020-10-28,1588-1519
143,2020-10-28,2020-10-28 ~ 2020-11-06,해양수산과학기술진흥원,공공행정 사무원,상용직,연봉,"24,000,000",,무관,0년개월,고졸,,    ,서울특별시 서초구 마방로 60 트러스트타워 8층 (양재동),"공사,공공",서울동부지사,2020-11-04,1588-1519
144,2020-10-28,2020-10-28 ~ 2020-10-28,대왕중학교,환경 미화원,계약직,시급,"8,950",,무관,0년개월,무관,,    ,서울특별시 강남구 광평로20길 7 (수서동),"공사,공공",서울동부지사,2020-10-28,1588-1519
145,2020-10-28,2020-10-28 ~ 2020-11-05,와이씨에프엔비(주),음료 조리사(바리스타 포함),계약직,월급,"1,000,000",,무관,0년개월,무관,,    ,서울특별시 송파구 백제고분로41길 30 1층(송파동),중소,서울동부지사,2020-11-04,1588-1519
146,2020-10-28,2020-10-28 ~ 2020-11-30,평택여자고등학교,사무 보조원(공공기관),계약직,시급,"8,590",,무관,0년개월,무관,,    ,경기도 평택시 영신로 220 (세교동),"공사,공공",경기동부지사,2020-11-04,1588-1519
147,2020-10-28,2020-10-28 ~ 2020-11-30,주식회사 벗이(Versi),주방 보조원(일반 음식점),상용직,월급,"1,800,000",,무관,무관,무관,,    ,경기도 용인시 기흥구 중부대로 940 (상하동),중소,경기동부지사,2020-10-28,1588-1519
148,2020-10-28,2020-10-28 ~ 2020-11-30,(주)가현유통,상품 진열원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,경기도 하남시 더우개로 37-12 가락공판장  (신장동),중소,경기동부지사,2020-11-04,1588-1519
149,2020-10-28,2020-11-04 ~ 2020-12-25,주식회사 대원커머스,섬유·의복 분야 단순 종사원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,충청남도 예산군 덕산면 대치광천길 42-4 -,중소,충남지사,2020-11-04,1588-1519
150,2020-10-28,2020-10-28 ~ 2020-12-25,보람실업(주),세탁원(다림질원),상용직,시급,"8,590",,무관,무관,무관,,    ,전라남도 여수시 화양면 영터길 35-13 1358-1,중소,전남지사,2020-10-28,1588-1519
151,2020-10-28,2020-10-28 ~ 2020-11-30,목포포장(주),펄프·종이 제조장치 조작원,시간제,시급,"8,590",,무관,무관,무관,,    ,전라남도 목포시 산정공단로 36-1  (연산동),중소,전남지사,2020-10-29,1588-1519
152,2020-10-28,2020-10-28 ~ 2020-11-06,(주)성진전기기술,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,"8,590",,무관,0년개월,무관,,    ,경상남도 창원시 의창구 창원대로 488 (대원동) (주)성진전기기술,중소,경남지사,2020-10-28,1588-1519
153,2020-10-27,2020-10-27 ~ 2020-11-30,진해장애인보호작업장(사회복지법인자리타복지재단),기계·금속 분야 단순 종사원,상용직,시급,"8,590",,무관,무관,무관,기타디자인,    ,경상남도 창원시 진해구 웅천서로112번길 14-1 진해장애인보호작업장 (서중동),중소,경남지사,2020-10-27,1588-1519
154,2020-10-27,2020-10-27 ~ 2020-11-27,(유)대호,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,"2,500,000",,신입,무관,고졸,,    ,충청남도 서천군 장항읍 장산로 149 .,중소,충남지사,2020-10-27,1588-1519
155,2020-10-27,2020-10-27 ~ 2020-10-28,코스맥스(주),"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,월급,"1,890,000",,무관,0년개월,무관,,    ,경기도 화성시 향남읍 제약공단2길 46 (상신리),대기업,경기지역본부,2020-10-27,1588-1519
156,2020-10-27,2020-12-01 ~ 2020-12-15,군포문화재단,사무 보조원(공공기관),계약직,시급,"8,590",,경력,1년개월,무관,,    ,경기도 군포시 고산로 599 군포문화재단 (산본동),중소,경기지역본부,2020-10-27,1588-1519
157,2020-10-27,2020-10-27 ~ 2020-10-31,(주)이시스코스메틱,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,"8,590",,무관,무관,무관,,    ,경기도 시흥시 공단1대로 179 (주)이시스코스메틱 본사 (정왕동),중소,경기지역본부,2020-10-27,1588-1519
158,2020-10-27,2020-10-27 ~ 2020-11-30,태백미래학교,사무 보조원(공공기관),계약직,시급,"8,590",,무관,0년개월,무관,,    ,강원도 태백시 금천길 179 (금천동) 태백미래학교,"공사,공공",강원지사,2020-11-02,1588-1519
159,2020-10-27,2020-10-27 ~ 2020-11-04,농업회사법인(주)은혜농산,식품 분야 단순 종사원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,충청북도 옥천군 군북면 자모길 21-9 21-9,중소,충북지사,2020-10-27,1588-1519
160,2020-10-27,2020-10-27 ~ 2020-11-27,주식회사 와이에스피 청주지점,기타 전기·전자 설비 조작원,상용직,월급,"2,200,000",,무관,0년개월,무관,,    ,충청북도 청주시 흥덕구 월명로 195 (봉명동),중소,충북지사,2020-10-27,1588-1519
161,2020-10-27,2020-10-27 ~ 2020-11-03,전주만성초등학교,단체 급식 보조원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,전라북도 전주시 덕진구 중동로 32 (중동),"공사,공공",전북지사,2020-10-27,1588-1519
162,2020-10-27,2020-10-27 ~ 2020-10-30,(주)쓰리에이치,콜센터 상담원(콜센터·고객센터·CS센터),상용직,월급,"1,800,000",,무관,무관,무관,,    ,전라북도 전주시 덕진구 도당산2길 7 1층,중소,전북지사,2020-10-27,1588-1519
163,2020-10-27,2020-10-27 ~ 2020-11-30,아이갓에브리씽,음료 조리사(바리스타 포함),상용직,시급,"8,590",,무관,0년개월,무관,,    ,전라북도 전주시 완산구 평화14길 27-51 평화도서관(아이갓에브리씽) (평화동2가),중소,전북지사,2020-10-27,1588-1519
164,2020-10-27,2020-10-27 ~ 2020-11-20,(주)에이피텍,데이터 설계 및 프로그래머,상용직,연봉,"24,000,000",,신입,무관,무관,,    ,인천광역시 연수구 벤처로100번길 34  (송도동),중소,인천지사,2020-10-27,1588-1519
